filename,audio_id,ground_truth,transcript,wer,cer,latency,response,llm_source,llm_mode,llm_enabled
2308_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,0.182,0.03,22.99,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2308_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,22.54,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2308_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya Akhi, aku ingin buka pena purple ini nauj Negro, bisa thoughts the article",0.941,0.84,134.67,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2308_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Uridu range transport Min Jeddah ila Madinah Wodan,0.625,0.404,22.65,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2308_audio12.wav,audio12,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,Bagaimana proses visa Saudi untuk umroh dari Indonesia sekarang?,0.222,0.032,23.24,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2308_audio13.wav,audio13,Jelaskan step by step cara booking flight ke Jeddah secara online,Jelaskan step by step cara booking flight ke Jedah secara online.,0.182,0.031,21.88,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2308_audio15.wav,audio15,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,Tolong buat checklist persiapan umroh termasuk barang wajib di bawah.,0.333,0.061,23.58,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2308_audio17.wav,audio17,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,"Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemula.",0.3,0.068,23.52,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2309_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",Aku mau book fly ke Jeddah minggu depan. Bisa bantu schedule.,0.364,0.109,23.47,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2309_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simpel tapi include Madinah Visit.,0.222,0.071,23.0,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2309_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,0.091,0.015,23.06,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2309_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,21.71,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2309_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya akhi, uridu bookflik ilajedah al usbuah al qadeem. Hal bisabantu ajedah afdal skejul wari hletan mubasharah?",1.0,0.718,93.39,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2309_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Uridu Range Transport Mincedah ilam Adinahodan,1.0,0.544,21.4,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2309_audio08.wav,audio08,اريد schedule trip dari Jeddah ke Makkah besok pagi,Uridu schedule trip dari Jeddah ke Mekah besok pagi.,0.333,0.157,22.42,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2309_audio12.wav,audio12,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,0.111,0.016,21.93,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2309_audio15.wav,audio15,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,0.222,0.045,23.78,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2309_audio17.wav,audio17,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,Menurut kamu belajar bahasa Arab itu susah nggak untuk pemula.,0.2,0.051,23.42,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2310_Audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",Aku mau book flight ke jalan minggu depan. Bisa bantu schedule?,0.273,0.109,22.9,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2310_Audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simpel tapi include Madinah Visit,0.222,0.054,19.57,Kami memahami kebutuhan Anda akan paket umrah sederhana termasuk kunjungan ke Madinah. Banyak agen perjalanan menawarkan opsi tersebut.,gemini,normalize,True
2310_Audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah Kemadinan tomorrow?,0.364,0.091,22.76,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2310_Audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,20.72,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2310_Audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, aku rindu bookflag ilajadah al-usbu al-qadim. Hal bisa bantu ajidah afdal schedule wari helatan mubashiroh?",0.882,0.695,30.45,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2310_Audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Uri 2 Range Transport Menjadah Ila Madinahwadan,1.0,0.526,23.28,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2310_Audio07.wav,audio07,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",Book flight ke Jeddah lalu lanjut ke Madinah. Skejul terbaik kapan?,0.273,0.103,25.29,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2310_Audio11.wav,audio11,Kenapa fasting di رمضان itu wajib bagi Muslim,Kenapa fasting di Ramadan itu wajib bagi Muslim?,0.25,0.178,22.74,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2310_Audio14.wav,audio14,How to prepare dokumen umrah dari Indonesia dengan benar,How to prepare dokumen umrah dari Indonesia dengan benar?,0.111,0.018,22.62,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2310_Audio20.wav,audio20,Translate ke English: aku mau pergi ke Makkah minggu depan,Aku mau pergi ke Mercah minggu depan.,0.6,0.466,21.08,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2311_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?","Aku mau book flight ke Jeta minggu depan, bisa bantu schedule?",0.091,0.047,23.1,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2311_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,"Aku butuh travel umrah simpel, tapi inklud Madinah Visit",0.333,0.089,22.05,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2311_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jeddah ke Madinah Temuru?,0.091,0.091,22.36,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2311_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar,0.0,0.0,21.71,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2311_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, aku rindu buku fly ilajet dah al usmu al qadim. Hal bisa bantu adida afdal schedule wari hlatan mubashirah?",1.0,0.71,28.53,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2311_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Turidu Arren transport Minjidda ila Madinah Radhan,0.75,0.526,22.26,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2311_audio09.wav,audio09,ممكن book transport dari Makkah ke Madinah untuk besok,Mungkin buk transport Minmaka ilamadina untuk besok,0.667,0.389,21.62,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2311_audio12.wav,audio12,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,0.111,0.016,22.28,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2311_audio14.wav,audio14,How to prepare dokumen umrah dari Indonesia dengan benar,How to prepare dokumen umrah dari Indonesia dengan benar,0.0,0.0,21.47,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2311_audio17.wav,audio17,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,"Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemula",0.2,0.051,22.84,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2312_audio1.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?","aku mau book flight ke Jeddah minggu depan, bisa bantu schedule",0.182,0.031,22.63,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2312_audio11.wav,audio11,Kenapa fasting di رمضان itu wajib bagi Muslim,Kenapa fasting di Ramadan itu wajib bagi muslim?,0.25,0.2,22.71,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2312_audio15.wav,audio15,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,0.222,0.045,24.14,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2312_audio19.wav,audio19,احيانا saya bingung mulai dari mana untuk umrah,"Ah, ya nan. Saya bingung mulai dari mana untuk umrah.",0.625,0.277,22.26,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2312_audio2.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simpel tapi inklud Madinah Visit.,0.333,0.107,23.06,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2312_audio20.wav,audio20,Translate ke English: aku mau pergi ke Makkah minggu depan,Translate ke English. Aku mau pergi ke Makkah minggu depan.,0.3,0.052,23.23,Aku bisa bantu rekomendasikan hotel dekat Haram sesuai budget.,fallback,normalize,True
2312_audio3.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,0.182,0.03,22.31,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2312_audio4.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,21.36,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2312_audio5.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, akhi, uridu book flight ilajedah al-usbu'un lukadim. Hal bisa bantu Ajidah Abdal schedule wari helatan Mubashirah?",0.765,0.656,73.7,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2312_audio6.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,uridu range transport Minjid dah ila Madinah Gadan,0.75,0.474,22.97,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2312_audio7.wav,audio07,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",Book flight ke Jeddah lalu lanjut ke Madinah. Schedule terbaik kapan?,0.273,0.044,24.01,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2313_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",Aku mau book flight ke Jedah minggu depan. Bisa bantu schedule?,0.273,0.047,22.95,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2313_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,"Aku butuh travel umrah simpel, tapi include Madinah Visit.",0.222,0.071,23.3,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2313_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku range transport dari Jedah ke Madinah tomorrow?,0.273,0.061,22.54,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2313_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,23.03,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2313_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,Akhi uridu bukflit ilajda al-usbu al-kaddim. Hal bisa bantu ajidah aftar skejul wahrilatan nubashirah.,0.882,0.733,89.77,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2313_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,"Uridu, Rets Transport Minjat Dahilah Madinah Gaddan",0.875,0.632,22.72,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2313_audio07.wav,audio07,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",Book flight ke Jeddah lalu lanjut ke Madinah. Skejul terbaik kapan?,0.273,0.103,24.28,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2313_audio12.wav,audio12,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,0.111,0.016,21.9,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2313_audio13.wav,audio13,Jelaskan step by step cara booking flight ke Jeddah secara online,jelaskan step by step cara booking flight ke Jedah secara online,0.182,0.031,22.96,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2313_audio14.wav,audio14,How to prepare dokumen umrah dari Indonesia dengan benar,How to prefer dokumen umrah dari Indonesia dengan benar,0.111,0.054,21.48,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2319_Audio1.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?","Aku mau book fly ke Jedah minggu depan, bisa bantu schedule?",0.182,0.078,23.23,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2319_Audio10.wav,audio10,Apa perbedaan umrah dan hajj secara detail dalam Islam,Apa perbedaan umrah dan hajj secara detail dalam Islam?,0.111,0.019,22.96,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2319_Audio13.wav,audio13,Jelaskan step by step cara booking flight ke Jeddah secara online,Jelaskan step by step cara booking flight ke Jeddah secara online.,0.091,0.015,22.7,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2319_Audio16.wav,audio16,Guide aku cara pilih hotel di Makkah dekat Haram dengan budget terbatas,Guide aku cara pilih hotel di Mekah dekat haram dengan budget terbatas.,0.25,0.056,23.47,Aku bisa bantu rekomendasikan hotel dekat Haram sesuai budget.,fallback,normalize,True
2319_Audio19.wav,audio19,احيانا saya bingung mulai dari mana untuk umrah,Ah ya anan saya bingung mulai dari mana untuk umrah,0.375,0.213,22.81,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2319_Audio2.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simpel tapi include Madina Visit.,0.333,0.089,21.59,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2319_Audio3.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange rampat dari dia dah ke bandida tomorrow?,0.455,0.212,21.86,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2319_Audio4.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,22.21,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2319_Audio5.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, aku uri dukung flyg ilajenda alu sebuah kadim. Hal bisa bantu adida afdas keidu wari letang mu bahasirah?",1.0,0.771,69.16,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2319_Audio6.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,"Uridu arrange transport menjedah ilam Adina, Wardan",0.75,0.491,22.93,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2323_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",Aku mau book flight ke jadah minggu depan. Bisa bantu schedule?,0.273,0.078,22.82,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2323_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simpel tapi include Madinah Visit.,0.222,0.071,22.17,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2323_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,0.182,0.03,22.65,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2323_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,22.21,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2323_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, aku ingin menerbang ke Jadah Al-Usbu Al-Qadim. Akan kubantu aku dan Afdal sekedar luar biasa.",1.0,0.794,27.5,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2323_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Uri do arrenge transport min jeddah ila madinah kodan,1.0,0.421,23.46,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2323_audio13.wav,audio13,Jelaskan step by step cara booking flight ke Jeddah secara online,Jelaskan step by step cara booking flight ke Jedah secara online.,0.182,0.031,22.79,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2323_audio14.wav,audio14,How to prepare dokumen umrah dari Indonesia dengan benar,How to prepare dokumen umrah dari Indonesia dengan benar.,0.111,0.018,21.82,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2323_audio15.wav,audio15,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah,0.222,0.03,23.07,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2323_audio16.wav,audio16,Guide aku cara pilih hotel di Makkah dekat Haram dengan budget terbatas,Guided aku cara pilih hotel di Makkah dekat haram dengan budget terbatas,0.167,0.028,24.28,Aku bisa bantu rekomendasikan hotel dekat Haram sesuai budget.,fallback,normalize,True
2323_audio18.wav,audio18,"I feel overwhelmed dengan persiapan umrah, ada tips sederhana?",I feel overwhelmed dengan persiapan umrah. Ada tips sederhana,0.333,0.048,22.7,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2325_audio1.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?","Aku mau book flight ke Jedah, minggu depan bisa bantu schedule",0.273,0.062,22.7,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2325_audio10.wav,audio10,Apa perbedaan umrah dan hajj secara detail dalam Islam,I feel overwhelmed dengan persiapan umrah. Ada tips sederhana.,1.0,0.889,22.33,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2325_audio2.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simple tapi include madinah visit.,0.222,0.036,22.6,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2325_audio3.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jeddah ke Marina Tomorrow?,0.182,0.061,21.95,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2325_audio4.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,22.31,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2325_audio5.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, kakak, aku ingin buka flak ke jendela ulang tahun yang berakhir. Apakah bisa membantu aku menemukan schedule terbaik dan kejutan yang membahas?",1.235,0.878,50.02,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2325_audio6.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Uri du orange transport menjedah ilang Adina Khadan,1.0,0.526,22.9,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2325_audio7.wav,audio07,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",Book fly ke Jedah lalu lanjut ke Madinah. Schedule terbaik apal.,0.455,0.147,23.7,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2325_audio8.wav,audio08,اريد schedule trip dari Jeddah ke Makkah besok pagi,Apa perbedaan umrah dan hajj secara detail dalam Islam?,1.0,0.843,22.91,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2325_audio9.wav,audio09,ممكن book transport dari Makkah ke Madinah untuk besok,How to prepare dokumen umrah dari Indonesia dengan benar,1.0,0.778,20.96,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2326_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?","Aku mau book flight ke Jedah minggu depan, bisa bantu schedule?",0.091,0.016,22.95,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2326_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simpel tapi include Madina Visit,0.333,0.071,21.93,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2326_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,0.182,0.03,22.63,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2326_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,explain step by step cara apply visa Saudi dengan benar,0.1,0.018,22.1,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,normalize,True
2326_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, aku uridu book flight ila Jeddah, Al-Usbu Al-Qadim. Hal bisa bantu ajida afdal skedul wari hlatan mubashiroh?",0.824,0.656,28.13,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2326_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,uridu rand transport menjedah ilam adinah kodan,0.875,0.509,22.45,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2326_audio07.wav,audio07,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",Book flight ke Jeddah lalu lanjut ke Madinah. Skedul terbaik kapan?,0.273,0.088,23.51,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2326_audio11.wav,audio11,Kenapa fasting di رمضان itu wajib bagi Muslim,Kenapa fasting di Ramadan itu wajib bagi muslim?,0.25,0.2,21.32,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2326_audio13.wav,audio13,Jelaskan step by step cara booking flight ke Jeddah secara online,Jelaskan step by step cara booking flight ke Jedah secara online,0.091,0.015,22.48,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2326_audio17.wav,audio17,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,"Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemula?",0.3,0.068,24.2,"Maaf, saya belum memahami permintaan tersebut.",fallback,normalize,True
2330_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",Aku mau book flight ke Jedah minggu depan. Bisa bantu schedule?,0.273,0.047,23.36,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,normalize,True
2330_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simple tapi include Madinah Visit.,0.111,0.036,22.58,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
2330_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,0.182,0.03,21.16,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,normalize,True
